id,name,url,type,equipment,mechanics,force_type,difficulty,overview,instructions,secondary_muscle,group,muscle,image_url
https://www.muscleandstrength.com/exercises/exercise-ball-dead-bug,exercise ball dead bug,https://www.muscleandstrength.com/exercises/exercise-ball-dead-bug,strength,exercise ball,compound,isometric,intermediate,"the exercise ball dead bug is a variation of the dead bug and an exercise used to strengthen the muscles of the abdominals.  the dead bug gets its name because when performing the exercise, you look like a dead bug lying on the ground with your limbs in the air.  the exercise ball dead bug adds an additional implement to the exercise (the exercise ball) in which you must keep elevated with your inactive limbs while performing the range of motion.",setup in a supine position with your legs in a 90/90 position (90 degree bend at the hips and knees) and your arms reaching towards the ceiling while pushing a physioball into your knees.  extend the opposite arm and leg simultaneously as you exhale and press into the physioball with the non working arm and leg to stabilize the ball.  return back to the starting position and repeat on the opposite side.  repeat for the desired number of total repetitions.,[],abs,['abs'],https://cdn.muscleandstrength.com/sites/default/files/exercise-dead-bug.jpg
https://www.muscleandstrength.com/exercises/standing-push-pull,standing push-pull,https://www.muscleandstrength.com/exercises/standing-push-pull,strength,cable,compound,isometric,intermediate,the standing push-pull is a variation of the pallof press and an exercise that targets the muscles of the core.  the standing push-pull provides a core challenge by forcing the core to stabilize the spine as you move two weight stacks through opposing ranges of motion.,attach a handle to a cable stack on both sides and position at chest height.  assume an athletic position with your feet slightly wider than shoulder width and grasp each handle.  position yourself so that one arm is extended and the other is flexed close to your chest ready to press horizontally.  exhale and press one handle to extension while simultaneously rowing the other handle and limiting rotation of your hips.  slowly lower back to the starting position and repeat in the opposite direction for the desired number of repetitions.,[],abs,['abs'],https://cdn.muscleandstrength.com/sites/default/files/standing-push-pull.jpg
https://www.muscleandstrength.com/exercises/decline-lying-tricep-extension-skullcrusher.html,decline lying tricep extension (skullcrusher),https://www.muscleandstrength.com/exercises/decline-lying-tricep-extension-skullcrusher.html,strength,ez bar,isolation,push (bilateral),beginner,the decline skullcrusher is a variation of the skullcrusher and an exercise used to isolate the muscles of the triceps.  the decline provides a different angle in which to hit the tricep muscle and increase the range of motion of the exercise.  tricep isolation exercises such as the decline skullcrusher can help you build bigger arms and improve your strength on lifts that require stronger triceps (such as the bench press and overhead press ).,"select your desired weight and sit on the edge of an decline bench at roughly 20-30 degrees.  to get into position, lay back and keep the bar close to your chest. once you are supine, press the weight to lockout.  unlock the elbows and allow the ez bar to drop toward your forehead or just above.  once your forearms reach parallel or just below, reverse the movement by extending the elbows while flexing the triceps to lockout the weight.  repeat for the desired number of repetitions.",[],triceps,['triceps brachii'],https://cdn.muscleandstrength.com/sites/default/files/decline-skullcrusher-1.jpg
https://www.muscleandstrength.com/exercises/decline-cable-knee-raise.html,decline cable knee raise,https://www.muscleandstrength.com/exercises/decline-cable-knee-raise.html,strength,cable,compound,pull,beginner,,"the decline knee raise hits the lower abs. set up the equipment by placing a decline bench in front of a low pulley cable machine. place the low end of the decline bench closest to the cables.  attach the ankle strap to the low pulley cable and select the desired weight.  attach the ankle straps to your ankles.  lay down on the decline bench with your head up the high end and grip the pads at the top of the bench for support.  pull your knees up slightly to take the weight off the stack. slowly pull your knees up as high as possible.  pause, then slowly lower back down to starting position.  don't let the weight drop to the stack throughout the entire set!",[],abs,['abs'],https://cdn.muscleandstrength.com/sites/default/files/styles/400x250/public/field/image/exercise/declinecablekneeraise1.jpg?itok=k7zeuPIj
https://www.muscleandstrength.com/exercises/frog-sit-up,frog sit up,https://www.muscleandstrength.com/exercises/frog-sit-up,strength,bodyweight,isolation,pull (bilateral),beginner,"the frog sit up is an exercise used to target the muscles of the core. it is a flexion based exercise and may not be suitable for those with low back pain.  the frog sit up is a variation of the sit up . the main difference in the frog sit up is the foot positioning, which as a result, encourages you to open up your hips more than a standard sit up would.","lay supine in a relaxed position with your arms crossed, feet together, legs open, and knees pushed outwards.  exhale and squeeze your abs as you raise your upper back off the floor.  once your abs are fully contracted, slowly lower yourself back to the starting position and complete for the assigned number of repetitions.",[],abs,"['obliques', 'abs', 'rectus abdominis']",https://cdn.muscleandstrength.com/sites/default/files/frog-sit-up.jpg
https://www.muscleandstrength.com/exercises/twisting-decline-sit-up.html,twisting decline sit up,https://www.muscleandstrength.com/exercises/twisting-decline-sit-up.html,strength,bodyweight,compound,pull,beginner,,"grab a decline bench and set it to an angle between 30 and 45 degrees. the higher the angle the harder the exercise will be.  lay down on the bench with your back at the lower end and touch the side of your head with your finger tips.  raise your shoulder blades off the bench slightly. this is the starting position for the exercise.  pulling your torso up, take your right elbow across to your left knee.  lower the torso back down.  now take your left elbow up to your right knee. this is one rep.  repeat for desired reps.",[],abs,"['obliques', 'abs', 'rectus abdominis']",https://cdn.muscleandstrength.com/sites/default/files/styles/400x250/public/field/image/exercise/twistingdeclinesitup1.jpg?itok=nihBXnec
https://www.muscleandstrength.com/exercises/alternate-straight-leg-lowering,alternate straight leg lower,https://www.muscleandstrength.com/exercises/alternate-straight-leg-lowering,strength,bodyweight,compound,isometric,beginner,the alternating straight leg lower is an exercise used to strengthen the muscles of the abs.  the alternating straight leg lower utilizing a slow eccentric to place tension on the core as you fight to stabilize your body during the range of motion.  it is an anti-extension based ab exercise.,"setup in a supine position with your legs straight, hips flexed, and arms by your sides.  slowly lower one leg as you exhale and maintain the position of hip flexion on the other side.  return back to the starting position and repeat on the opposite side.  repeat for the desired number of total repetitions.",[],abs,['abs'],https://cdn.muscleandstrength.com/sites/default/files/alternate-straight-leg-lower.jpg
https://www.muscleandstrength.com/exercises/sphinx-push-up,sphinx push up,https://www.muscleandstrength.com/exercises/sphinx-push-up,strength,bodyweight,compound,push (bilateral),advanced,"the sphinx push up is a push up variation that places a greater emphasis on the triceps as opposed to the chest.  although the sphinx push up is more of a triceps exercise, it will still target the muscles of the chest, core, and shoulders. the sphinx push up is an excellent alternative to the close grip push up for those that may lack the shoulder mobility to perform close grip push ups.","assume a quadruped position on the floor with your hands under your shoulders, toes tucked, and knees under hips.  extend one leg at a time and assume a plank position with the legs straight, weight on your forearms, and head in a neutral position looking at the floor.  press into the ground with your hands and extend the elbows to raise to the top position.  descend until the forearms are back on the floor and repeat for the desired number of repetitions.","['abs', 'chest', 'shoulders']",triceps,['triceps brachii'],https://cdn.muscleandstrength.com/sites/default/files/sphinx-push-up.jpg
https://www.muscleandstrength.com/exercises/seated-dumbbell-side-bends.html,seated dumbbell side bends,https://www.muscleandstrength.com/exercises/seated-dumbbell-side-bends.html,strength,dumbbell,isolation,pull,beginner,,"this exercise works the obliques. grasp a set of dumbbells.  sit down on a the end of a flat bench with one dumbbell in each hand, palms facing in and hanging by your side.  keep your feet firmly on the floor with a shoulder width stance.  keeping your back straight and your eyes facing forwards, bend down to the right as far as you can, then back up again.  without pausing at the top, bend down to the left.  repeat for desired reps.",[],abs,"['obliques', 'abs']",https://cdn.muscleandstrength.com/sites/default/files/styles/400x250/public/field/image/exercise/seateddumbbellsidebend1.jpg?itok=c9CBi3R8
https://www.muscleandstrength.com/exercises/triceps-lacrosse-ball,triceps lacrosse ball,https://www.muscleandstrength.com/exercises/triceps-lacrosse-ball,smr,lacrosse ball,isolation,compression,intermediate,"using a lacrosse ball to perform smr on your triceps is a great way to warm up and cool down for your workout , especially if you plan to perform upper body exercises that require the triceps to be more mobile.  when you perform smr on the triceps, or any muscle group for that matter, you alleviate some of the tension that is built up during the day and your workouts.","in a half kneeling position, place the lacrosse ball directly underneath the base of the elbow on the backside of the upper arm.  apply pressure via the upper body while flexing and extending the arm against the lacrosse ball.  complete 10-15 repetitions and repeat on the other side.",[],triceps,['triceps brachii'],https://cdn.muscleandstrength.com/sites/default/files/tricep-lacrosse-ball.jpg
https://www.muscleandstrength.com/exercises/medicine-ball-rollouts,medicine ball rollouts,https://www.muscleandstrength.com/exercises/medicine-ball-rollouts,strength,medicine ball,compound,isometric,intermediate,the medicine ball rollouts are a variation of the rollout and an exercise used to strengthen the muscles of the core.  the medicine ball rollout is part of the plank exercise family tree and works the core through anti-extension.  rollouts in general can be extremely beneficial in building the core strength needed to put up stronger numbers on compound lifts such as the overhead press .,assume a tall kneeling (both knees down) stance with your palms facing and your hands resting on a medicine ball.  push the medicine ball forward with your arms extended until your arms are fully overhead.  brace your abs and pull yourself back to the starting position.  repeat for the desired number of repetitions.,[],abs,"['obliques', 'abs', 'rectus abdominis']",https://cdn.muscleandstrength.com/sites/default/files/medicine-ball-rollout.jpg
https://www.muscleandstrength.com/exercises/exercise-ball-two-arm-dumbbell-extension.html,exercise ball two-arm dumbbell extension,https://www.muscleandstrength.com/exercises/exercise-ball-two-arm-dumbbell-extension.html,strength,dumbbell,isolation,push,intermediate,,"the exercise ball dumbbell extension is the same as a seated dumbbell extension , but you're seated on an exercise ball. the ball makes your core work harder to maintain stability.   set up by sitting on an exercise ball and holding a dumbbell above your head using two hands.  keep your feet at a wide stance on the floor for stability.  tense your core muscles and straighten your back. keeping your eyes facing and core tight, slowly lower the dumbbell behind your head as far as possible.  pause, and then slowly extend your arms squeezing the triceps.  repeat for desired reps.",['abs'],triceps,['triceps brachii'],https://cdn.muscleandstrength.com/sites/default/files/styles/400x250/public/field/image/exercise/swissballtwoarmdumbbellextension1.jpg?itok=EDSoFrrY
https://www.muscleandstrength.com/exercises/wall-press-straight-leg-extension,wall press straight leg extension,https://www.muscleandstrength.com/exercises/wall-press-straight-leg-extension,strength,bodyweight,compound,isometric,intermediate,the wall press straight leg extension is a variation of the wall press 90/90 extension and an exercise used to strengthen the muscles of the core through stabilization.  the wall press straight leg extension is a more advanced variation of the wall press 90/90 extension exercise and can be used as a form of progression once simpler variations have been mastered.,"setup in a supine position with your hips flexed, legs straight, and arms pressing overhead into a wall.  lower one leg while you exhale.  return back to the starting position and repeat on the opposite side.  repeat for the desired number of total repetitions.",[],abs,"['obliques', 'abs']",https://cdn.muscleandstrength.com/sites/default/files/wall-press-straight-leg-extension.jpg
https://www.muscleandstrength.com/exercises/close-grip-pin-press,close grip pin press,https://www.muscleandstrength.com/exercises/close-grip-pin-press,strength,barbell,compound,push (bilateral),beginner,the close grip pin press is a variation of the close grip bench press and is used to directly target the muscles of the triceps. the exercise will also indirectly target the chest and shoulders.  the close grip pin press is an excellent exercise to train power since you will be pushing the weight used from a dead stop. the addition of pins also allows the lifter to use slightly heavier weight than they might performing the traditional close grip bench press variation.,"set the safeties in a rack to just above chest height while supine.  lie flat on a bench and set your hands at shoulder width.  set your shoulder blades by pinching them together and driving them into the bench.  take a deep breath and allow your spotter to help you with the lift off to maintain tightness through your upper back.  let the weight settle and ensure your upper back remains tight after lift off.  inhale and allow the bar to descend slowly by unlocking the elbows.  lower the bar in a straight line to the pins and pause for 2-3 seconds.  push the bar back up in a straight line by pressing yourself into the bench, driving your feet into the floor for leg drive, and extending the elbows.  repeat from the pins for the desired number of repetitions.","['chest', 'shoulders']",triceps,['triceps brachii'],https://cdn.muscleandstrength.com/sites/default/files/close-grip-pin-press.jpg
https://www.muscleandstrength.com/exercises/exercise-ball-hip-roll.html,exercise ball hip roll,https://www.muscleandstrength.com/exercises/exercise-ball-hip-roll.html,strength,exercise ball,isolation,pull,intermediate,,"set up for the exercise ball hip roll by placing a mat on the floor and placing the exercise ball at one end.  lay down on your back on the mat and put your legs over the top of the exercise ball. your calves should be on top of the ball.  for stability, put your arms out flat on the floor with your palms facing down. this is the starting position for the exercise.  using your core muscles, roll the exercise ball over to the left as far as possible.  repeat this movement for the right side.  this is one rep, repeat for desired reps.",[],abs,['abs'],https://cdn.muscleandstrength.com/sites/default/files/styles/400x250/public/field/image/exercise/swissballhiproll1.jpg?itok=t7qotz3b
https://www.muscleandstrength.com/exercises/shoulder-taps,shoulder taps,https://www.muscleandstrength.com/exercises/shoulder-taps,strength,bodyweight,compound,isometric,beginner,the shoulder tap is a variation of the plank and an exercise used to strengthen the muscles of the core.  the shoulder tap challenges your core stability as you maintain a push up position while bringing your hand through the range of motion necessary to touch your shoulder and return to the starting position.,assume a pushup position with your feet slightly wider than shoulder width.  slowly raise one hand off the floor and touch your opposing shoulder.  replace the hand and repeat on the opposite side.  repeat for the desired number of repetitions.,[],abs,['abs'],https://cdn.muscleandstrength.com/sites/default/files/shoulder-taps.jpg
https://www.muscleandstrength.com/exercises/dead-bug-with-plates,dead bug with plates,https://www.muscleandstrength.com/exercises/dead-bug-with-plates,strength,other,compound,isometric,intermediate,"the deadbug with plates is an exercise used to strengthen the muscles of the abs, and is a variation of the dead bug .  the deadbug works as an anti-extension abdominal exercise in which you must keep the spine stable as you slowly raise your arm overhead.  the deadbug gets its name because you look like a dead bug on its back with its legs in the air when you are performing the exercise.  the dead bug with plates adds weight to the dead bug exercise as a form of progression. this would be an excellent choice for those who have mastered the bodyweight variation of this exercise.",setup in a supine position with your legs in a 90/90 position (90 degree bend at the hips and knees) and your arms reaching towards the ceiling while holding plates in your hands.  extend the opposite arm and leg simultaneously as you exhale.  return back to the starting position and repeat on the opposite side.  repeat for the desired number of total repetitions.,[],abs,['abs'],https://cdn.muscleandstrength.com/sites/default/files/dead-bugs-with-weight.jpg
https://www.muscleandstrength.com/exercises/seated-barbell-twist.html,seated barbell twist,https://www.muscleandstrength.com/exercises/seated-barbell-twist.html,strength,barbell,isolation,n/a,beginner,,"the seated barbell twist exercise focuses on your obliques. grab a light barbell and rest it on the muscle on the back of your neck. do not rest the weight on your neck!  sit down on a flat bench with your feet at a wider than shoulder width stance, firmly on the floor.  keep your back firm and straight. slowly twist your torso to the right and then to the left.  twist as far as possible. do not move your head with the twist, but keep facing forward.",[],abs,"['obliques', 'abs']",https://cdn.muscleandstrength.com/sites/default/files/styles/400x250/public/field/image/exercise/seatedbarbelltwist1.jpg?itok=pbbAQytB
https://www.muscleandstrength.com/exercises/reverse-grip-one-arm-standing-overhead-cable-tricep-extension.html,reverse grip one-arm standing overhead cable tricep extension,https://www.muscleandstrength.com/exercises/reverse-grip-one-arm-standing-overhead-cable-tricep-extension.html,strength,cable,isolation,push,beginner,,"set up for the reverse grip one-arm overhead tricep extension by attaching a single grip handle to the low pulley cable and selecting the weight you want to use on the stack.  grasp the handle with your left hand, raise your left arm above your head, and turn away from the machine.  your palm should be facing backward, towards the cable machine. this is the starting position for the exercise.  keeping your body fixed and bending at the elbow only, slowly lower the weight back behind your body.  pause, and then raise the weight, squeezing the tricep at the top of the movement.  do not lock your elbow out, and then lower weight and repeat.  repeat reps for your right arm.",[],triceps,['triceps brachii'],https://cdn.muscleandstrength.com/sites/default/files/styles/400x250/public/field/image/exercise/reverseonearmstandingoverheadtricepextension1.jpg?itok=z2zk0aQq
https://www.muscleandstrength.com/exercises/twisting-bench-crunch.html,twisting bench crunch,https://www.muscleandstrength.com/exercises/twisting-bench-crunch.html,strength,bodyweight,isolation,pull,beginner,,"the twisting bench crunch works both the abs and obliques. set up for the crunch by laying a mat down on the floor and positioning a flat bench at the end of the mat to form a t shape.  lay down on the mat and put your legs up on the bench. your calves should be resting on the top of the bench and your legs should be bent at a right angle.  touch the side of your head with your fingertips (do not put your arms behind your neck!).  lift your shoulder blades slightly off the mat to start the exercise, then crunch your abs bringing your right elbow up towards the left side of your waist.  pause for 1 second at the top, and slowly lower back down to the start position.  repeat for the left elbow.",[],abs,"['obliques', 'abs', 'rectus abdominis']",https://cdn.muscleandstrength.com/sites/default/files/styles/400x250/public/field/image/exercise/twistingbenchcrunch1.jpg?itok=k8IS-DgX
https://www.muscleandstrength.com/exercises/twisting-dumbbell-bench-press.html,twisting dumbbell bench press,https://www.muscleandstrength.com/exercises/twisting-dumbbell-bench-press.html,strength,dumbbell,compound,push,intermediate,,"to set up for the twisting dumbbell bench press choose a pair of dumbbells, rest them on your thighs, and lie down flat on a flat bench.  you can use your thighs to help you push the dumbbells above your body fully extending your arms at shoulder-width apart.  at this point, your palms should be facing inward towards one another and the dumbbells should be nearly touching. this is the starting position.  begin slowly lowering the dumbbells while twisting at the wrists. continue turning your wrists so that when you reach the bottom of the movement (when your upper arms are around parallel to the ground) your palms are facing forward.  pause for a moment and push the dumbbells back to the starting position, twisting at the wrists in the opposite direction than when lowering the weight.  repeat this movement for desired reps.","['chest', 'shoulders']",triceps,['triceps brachii'],https://cdn.muscleandstrength.com/sites/default/files/styles/400x250/public/field/exercise-images/exercises/11111Twisting%20Dumbbell%20Bench%20Press%2001.jpg?itok=Q6Byt9L_
https://www.muscleandstrength.com/exercises/standing-two-arm-tricep-cable-extension.html,standing two-arm tricep cable extension,https://www.muscleandstrength.com/exercises/standing-two-arm-tricep-cable-extension.html,strength,cable,isolation,push,beginner,,"for the standing two-arm tricep cable extension you'll need a cable machine with two high pulley cable attachments.   set up by attaching a single grip handle to each of the high pulley cables and selecting the weight you want to use on the stack.  grip each of the cables with an underhand grip (palms facing up). you will grab the right handle with your left hand and the left handle with your right hand.  stand in the center of the machine and lift the handles so that your upper arms are parallel to the floor and the handles are the front of your face around level with your ears. this is the starting position.  keeping your upper arms and body fixed, push the handles out away from your body as far as possible.  once you have fully extended both arms, pause and then slowly bring the handles back to the starting position.  repeat for desired reps.",[],triceps,['triceps brachii'],https://cdn.muscleandstrength.com/sites/default/files/styles/400x250/public/field/image/exercise/standingtwoarmtricepextension1.jpg?itok=cOyLSUtx
https://www.muscleandstrength.com/exercises/lying-alternate-knee-raise.html,lying alternate knee raise,https://www.muscleandstrength.com/exercises/lying-alternate-knee-raise.html,strength,bodyweight,compound,n/a,beginner,,"set up for the exercise by placing a mat on the floor and laying down on your back.  your hands should be straight down by your sides, with your palms on the floor. you will use your hands for stability.  keeping your legs straight and knees together, lift your heels about 6 inches off the floor. this is the starting position for the exercise.  keeping your left leg still and straight, pull your right knee as far up as possible. pause, then extend right leg back to starting position.  repeat this movement with your left leg. one knee raise on each leg equals one rep.  repeat movement for desired reps.",[],abs,['abs'],https://cdn.muscleandstrength.com/sites/default/files/styles/400x250/public/field/image/exercise/alternatelyingfloorkneeraise1.jpg?itok=0AR2ozTP
https://www.muscleandstrength.com/exercises/wall-press-90-90-extension,wall press 90/90 extension,https://www.muscleandstrength.com/exercises/wall-press-90-90-extension,strength,bodyweight,compound,isometric,beginner,the wall press 90/90 extension is a variation of the dead bug and an exercise used to strengthen the muscles of the core through stabilization.  the wall press 90/90 extension is a good exercise to use to help you progress to a full dead bug exercise variation.,setup in a supine position with your legs in a 90/90 position (90 degree bend at the hips and knees) and your arms overhead pressing into a wall.  extend one leg while you exhale.  return back to the starting position and repeat on the opposite side.  repeat for the desired number of total repetitions.,[],abs,['abs'],https://cdn.muscleandstrength.com/sites/default/files/wall-press-90-90-extension.jpg
https://www.muscleandstrength.com/exercises/wall-press-heel-tap,wall press heel tap,https://www.muscleandstrength.com/exercises/wall-press-heel-tap,strength,bodyweight,compound,isometric,beginner,the wall press heel tap is a variation of the wall press 90/90 extension and an exercise used to strengthen the muscles of the core through stabilization.  the wall press heel tap is a good exercise to use to help you progress to a more advanced wall press 90/90 extension exercise variation.,"setup in a supine position with your legs in a 90/90 position (90 degree bend at the hips and knees) and your arms overhead pressing into a wall.  while keeping the knee bent to 90 degrees, lower the leg until the heel taps the floor.  return back to the starting position and repeat on the opposite side.  repeat for the desired number of total repetitions.",[],abs,['abs'],https://cdn.muscleandstrength.com/sites/default/files/wall-press-heel-tap.jpg
https://www.muscleandstrength.com/exercises/inline-bench-french-press.html,inline bench french press,https://www.muscleandstrength.com/exercises/inline-bench-french-press.html,strength,barbell,isolation,push,beginner,,set up for the incline bench french press by loading the appropriate weight onto an ez-bar or barbell and sitting with your back flat against an incline bench.  grasp the bar with a close grip (just inside shoulder width) using an overhand grip (palms facing forward).  raise the bar straight above your head until your arms are nearly fully extended (keep a slight bend in your elbows). this is the starting position.  slowly lower the bar down behind you by bending at the elbows. the bar should come down as far as comfortably possible or when it is about even with your head.  slowly raise the bar back to the starting position. this is one rep.  repeat for desired reps.,[],triceps,['triceps brachii'],https://cdn.muscleandstrength.com/sites/default/files/styles/400x250/public/field/image/exercise/inclinebenchfrenchpress1.jpg?itok=FA_5hFQG
https://www.muscleandstrength.com/exercises/weighted-side-touches.html,weighted side touches,https://www.muscleandstrength.com/exercises/weighted-side-touches.html,strength,other,isolation,n/a,intermediate,,"set up for the weighted side touches by placing a mat on the floor and placing a bench (or something else to rest your feet under) at one end.  lay down on the mat and put your feet under the support.  grip your weight plate and hold it out in front of your body with your arms slightly bent.  pull your upper body up, with your back straight, so that it's at about a 30 degree angle to the floor.  keeping your back straight, twist at the torso moving the weight plates slowly from side to side.",[],abs,['abs'],https://cdn.muscleandstrength.com/sites/default/files/styles/400x250/public/field/image/exercise/weightedsidetouches1.jpg?itok=sTvyIxVT
https://www.muscleandstrength.com/exercises/lying-bench-leg-raise.html,lying bench leg raise,https://www.muscleandstrength.com/exercises/lying-bench-leg-raise.html,strength,bodyweight,isolation,n/a,beginner,,"the lying bench leg raise hits your lower abdominal muscles. set up for the exercise by getting a flat bench and positioning it to give enough room for your legs to extend out over one end.  sit on the bench with your buttocks close to one end and lay back.  grasp the bench at head height for stability. extend your legs straight out level with your body, keeping your knees and feet together. this is the starting position for the movement.  bending at the hips only, slowly raise your legs up until they are pointing straight up.  do not pause, and immediately slowly lower your legs back to the starting position.  repeat for desired reps.",[],abs,"['abs', 'rectus abdominis']",https://cdn.muscleandstrength.com/sites/default/files/styles/400x250/public/field/image/exercise/lyingbenchlegraise1.jpg?itok=4qcDfnqD
https://www.muscleandstrength.com/exercises/alternate-reach-and-catch.html,alternate reach and catch,https://www.muscleandstrength.com/exercises/alternate-reach-and-catch.html,strength,bodyweight,isolation,n/a,beginner,,"set up for the alternate reach and catch by placing a mat on the floor and laying down on your back.  keeping your feet together, pull your feet in toward your torso so that your knees are raised off the floor.  take both hands and place them on your right thigh, your shoulder blades should be slightly off the floor. this is the start of the exercise.  crunch your abs, pulling your hands up your right thigh until you reach your knee. slowly lower back to start.  slide your hands over to your left thigh and repeat the movement. this is one rep.",[],abs,['abs'],https://cdn.muscleandstrength.com/sites/default/files/styles/400x250/public/field/image/exercise/alternatereachcatch1.jpg?itok=gONaYWhA
https://www.muscleandstrength.com/exercises/kettlebell-dead-bug,kettlebell dead bug,https://www.muscleandstrength.com/exercises/kettlebell-dead-bug,strength,kettle bells,compound,isometric,intermediate,"the kettlebell dead bug is an exercise used to strengthen the muscles of the abs, and is a variation of the dead bug .  the dead bug works as an anti-extension abdominal exercise in which you must keep the spine stable as you slowly raise your arm overhead.  the dead bug gets its name because you look like a dead bug on its back with its legs in the air when you are performing the exercise.  the kettlebell dead bug adds weight to the dead bug exercise as a form of progression. this would be an excellent choice for those who have mastered the bodyweight variation of this exercise.",setup in a supine position with your legs in a 90/90 position (90 degree bend at the hips and knees) while holding onto a kettlebell with the arms overhead.  extend the one leg as you exhale.  return back to the starting position and repeat on the opposite side.  repeat for the desired number of total repetitions.,[],abs,['abs'],https://cdn.muscleandstrength.com/sites/default/files/kettlebell-dead-bug.jpg
https://www.muscleandstrength.com/exercises/abdominal-pendulum.html,abdominal pendulum,https://www.muscleandstrength.com/exercises/abdominal-pendulum.html,strength,bodyweight,isolation,n/a,beginner,,"the abdominal pendulum hits your lower abdominal muscles. set up for the exercise by placing a mat on the floor and laying down on your back.  put your arms out at right angles to your body with your palms on the floor.  keeping your legs straight, left your legs off the floor until they're at a right angle to the floor. this is the start of the exercise.  twisting only at the hips and keeping your legs straight and feet together, slowly lower your feet to the right as far as possible without losing stability.  do not pause, and raise your feet up and across to the left side.  do not pause at the top of the movement. it should be one flowing movement.",[],abs,['abs'],https://cdn.muscleandstrength.com/sites/default/files/styles/400x250/public/field/image/exercise/pendulum1.jpg?itok=TNPxGDqa
https://www.muscleandstrength.com/exercises/lower-body-band-resistance-dead-bug,lower body band resistance dead bug,https://www.muscleandstrength.com/exercises/lower-body-band-resistance-dead-bug,strength,bands,compound,isometric,intermediate,"the lower body band resistance dead bug is a variation of the dead bug and an exercise used to strengthen the muscles of the core.  one would use the lower body band resistance dead bug as a progression from the bodyweight variation of the dead bug.  the band provides accommodating resistance for the hip flexor and lower abdominals. the closer you get to a full contraction, the more tension will be placed on the target muscle groups.",attach a band to a rack and set up in a supine position with your legs in a 90/90 position (90 degree bend at the hips and knees) and your arms reaching towards the ceiling.  loop the band around one of your feet and keep the hip flexed and toes pulled up (dorsiflexed) throughout the duration of the set.  extend the opposite arm and leg simultaneously as you exhale.  repeat for the desired number of total repetitions on both sides.,[],abs,['abs'],https://cdn.muscleandstrength.com/sites/default/files/lower-body-band-resistance-dead-bug.jpg
https://www.muscleandstrength.com/exercises/lying-cable-knee-raise.html,lying cable knee raise,https://www.muscleandstrength.com/exercises/lying-cable-knee-raise.html,strength,cable,compound,pull,beginner,,"to set up for the lying cable knee raise, get a flat bench and place it length ways about 3 feet in front of a low pulley cable machine.  attach ankle straps to the pulley and set the desired weight.  face the cable machine and place the ankle straps around your ankles.  sit on the bench facing the cable machine with your buttocks at the end of the bench.  lay back on the bench, grasping the other end of the bench above your head for support.  pull the knees up slightly to take the weight off the stack. slowly pull your knees up as high as you can.  pause, then slowly lower back to the starting position.  do not let the weight touch the stack at all during the set.",[],abs,"['abs', 'rectus abdominis']",https://cdn.muscleandstrength.com/sites/default/files/styles/400x250/public/field/image/exercise/lyingkneeraise1.jpg?itok=W0agSE0a
https://www.muscleandstrength.com/exercises/hands-overhead-ab-crunch,hands overhead ab crunch,https://www.muscleandstrength.com/exercises/hands-overhead-ab-crunch,strength,bodyweight,isolation,pull (bilateral),beginner,"the hands overhead ab crunch is an ab crunch variation that provides a little more resistance than its traditional counterpart.  by bringing your arms up overhead, you add just a little more bodyweight to the exercise than if you were to keep your arms crossed or behind the head.","lay supine in a relaxed position with your knees up and hands overhead.  exhale and squeeze your abs as you curl your upper body off the floor.  once your abs are fully contracted and your upper back is off the floor, slowly lower yourself back to the starting position.  complete for the assigned number of repetitions.",[],abs,"['abs', 'rectus abdominis']",https://cdn.muscleandstrength.com/sites/default/files/hands-overhead-crunch.jpg
https://www.muscleandstrength.com/exercises/reverse-grip-one-arm-tricep-pushdown.html,reverse one-arm cable tricep extension,https://www.muscleandstrength.com/exercises/reverse-grip-one-arm-tricep-pushdown.html,strength,cable,isolation,pull,beginner,,"set up for the reverse one-arm tricep extension by attaching a single grip handle to a high pulley cable and selecting the weight you want to use on the stack.  stand facing the machine and grasp the handle with an underhand grip (palms facing up).  pull your elbow down and keep it tucked in at your side. you can use your free arm for support.  keeping your body fixed, slowly extend the arm as far as possible.  pause and squeeze the tricep. then slowly lower the weight.  repeat this motion for desired reps, and then repeat for the right arm.",[],triceps,['triceps brachii'],https://cdn.muscleandstrength.com/sites/default/files/styles/400x250/public/field/image/exercise/reverseonearmtricepextension1.jpg?itok=0mm-dUs6
https://www.muscleandstrength.com/exercises/reach-and-catch.html,reach and catch,https://www.muscleandstrength.com/exercises/reach-and-catch.html,strength,bodyweight,isolation,n/a,beginner,,"set up for the reach and catch by placing a mat on the floor and laying down on your back.  keeping your feet together, pull your feet in toward your torso so that your knees are raised off the floor.  take both hands and place them on your right thigh. your shoulder blades should be slightly off the floor. this is the start of the exercise.  crunch your abs, pulling your hands up your right thigh until you reach your knee.  slowly lower back to the start.  repeat for desired reps, and then repeat for the left side of your body.",[],abs,['abs'],https://cdn.muscleandstrength.com/sites/default/files/styles/400x250/public/field/image/exercise/reachcatch1.jpg?itok=wFGrHNlp
