name,description,target_areas,benefits,preparatory_poses,followup_poses,instructions,variation,url,sanskrit_Name,pose_Type,Anatomies,alternate_name,position
supported headstand,"['Salamba Sirsasana (Supported Headstand) is an energizing inversion that relies on the strength of your upper body and core, while centering and focusing your mind.', 'Though there are many physical benefits, including building leg, arm, and core strength, this is a challenging pose that you must approach with a “safety first” mentality. The key to this asana is to avoid placing weight on your head and neck. Instead, let your arms and shoulders hold you up.']",['Core'],"['Supported Headstand improves body awareness, circulation, and posture. It can help reduce swelling in your ankles and feet, boost energy, fight fatigue, and build confidence.']",['Adho Mukha Svanasana (Downward-Facing Dog Pose)'],['Uttanasana (Standing Forward Bend)'],"['Start on your hands and knees in Tabletop. Lean forward and place your forearms on the floor in front of you. Bring your hands together and interlace your fingers, cupping your palms.', 'Place the crown of your head on the floor with the back of your head against your cupped hands. Press down with your forearms and elbows and allow your head to come slightly off the floor.', 'Tuck your toes, lift your knees, and straighten your legs. Then walk in toward your head until your hips are straight above your shoulders.', 'Maintaining your weight on your arms (not your head!), bend your knees and use your core to lift or hop your hips and legs off the floor. Keeping your legs together and knees bent, lift your legs up so they are directly over your shoulders.', 'Find your balance here, shifting your weight as need be.', 'Hug your thighs together as you straighten your legs.', 'Stay up as long as you feel comfortable and strong. To release, use your abdominal strength to bring your feet back down to the floor slowly.']",['Practice finding your balance and equilibrium with your knees bent and your legs tucked as close to the torso as possible. Keep a neutral spine.'],https://www.yogajournal.com/poses/supported-headstand/,Salamba Sirsasana,"['Balancing Yoga Poses', 'Inversion Yoga Poses']","['Glutes', 'Pelvis', 'Arms', 'Legs']",,[]
pose dedicated to the sage koundinya i,"['Eka Pada Koundinyasana I or Pose Dedicated to the Sage Koundinya I has a lot going on—the twist, the legs going their separate ways, oh, and the arm balance. Master it.']",[],"['Strengthens the arms and wrists', 'Tones the belly and spine']","['Marichyasana I', 'Pasasana', 'Supta Padangusthasana']","['Uttanasana', 'Adho Mukha Svanasana']","['Step 1', 'Come into it from a standing position. First bend your knees as if to squat, then take your left knee to the floor. Turn your left foot so it points to the right and sit on the heel. Cross your right foot over your left thigh and place it, sole down, beside your left knee. Your right knee should point toward the ceiling.', 'See also', '5 Steps to Move Into Eka Pada Koundinyasana I', 'Step 2', 'To twist, bring your left waist, side ribs, and shoulder around to the right. Place your left upper arm across your right thigh and slide your left outer armpit down the outside of the thigh. Use movements similar to those you used in Parsva Bakasana to maximize your twist and make good contact between your left upper arm and right outer thigh. Maintaining this contact high on the arm and far to the outside of the thigh is the secret to the pose.', 'Watch this video on', 'Pose Dedicated to the Sage Koundinya I', 'Step 3', 'To place your hands on the floor, first straighten your left elbow and put your left palm down (you may need to lean to the right to bring your hand all the way down). To place your right hand, carefully lift both hips without losing the left-arm-to-right-thigh placement, lean even more to the right, and put your right hand on the floor. Your hands should be shoulder width apart, with your middle fingers parallel to each other. Most of your weight will still be on your knees and feet.', 'More', 'Arm Balance Poses', 'Step 4', 'Without losing contact between your left arm and your right outer thigh, lift your hips so you can flip your left foot and stand on the ball of the foot, heel up. Next, lift your left knee off the floor so most of your weight is on your feet. Lift your hips a little higher and start shifting your weight to bring your whole torso above and between your hands with its midline parallel to your middle fingers. Leaning your weight slightly forward, bend your left elbow a little, then tilt your head and shoulders a bit toward the floor. This should leverage your right foot up in the air. When your right foot is up, lean your weight farther forward until your left foot becomes light, then lifts up with an exhale.', 'More', 'Twist Poses', 'Step 5', 'To finish the pose, straighten both knees simultaneously with an inhale. Lift the left leg until it’s parallel to the floor. Bending your left elbow more, lift your right foot higher, and reach out through the balls of both feet. Adjust the height of your right shoulder so it’s the same as the left. Lift your chest to bring your torso parallel to the floor. Breathing smoothly, hold the pose for 20 seconds or longer, then release both feet to the floor with an exhale. Repeat on the other side for the same length of time.', 'GO BACK TO A-Z POSE FINDER']",[],https://www.yogajournal.com/poses/pose-dedicated-to-the-sage-koundinya-i/,Eka Pada Koundinyanasana I,"['Arm Balance Yoga Poses', 'Twist Yoga Poses']","['Hands', 'Back', 'Wrists', 'Back', 'Shoulders', 'Arms', 'Flexors', 'Abs']",,
plow pose,"['Halasana (Plow Pose), a full-body stretch that positions your body upside down with your feet over your head, offers interesting new perspectives. Practice it before settling into meditation, pranayama,', '(Corpse Pose), or before going to sleep.', 'Regular practice of Halasana stretches the thoracic, lumbar, and cervical regions of the spine, increasing circulation and suppleness. This posture can relieve backache, stretch the shoulders, and lengthen the spine. It can also reduce phlegm or mucus in the sinuses and respiratory system, and gradually lengthens and regulates the breath.', 'Carefully done, Plow Pose can release tension in the neck and throat. But prep and practice with care to avoid neck strain or injury.', 'Halasana (', ')', '= plow']","['Upper body,', 'back']",['Additional Plow Pose perks:'],"['You want to prepare for Plow Pose with stretches that lengthen your entire back body as well as bring to bring flexibility to your upper body. Because this pose technically a forward fold, it is commonly countered with the heart openers such as Matsyasana (Fish Pose), but you can come into any pose that lengthens your back and neutralizes the curvature that happens during Halasana.']","['Matsyasana (Fish Pose)', 'Setu Bandha Sarvangasana (Bridge Pose)', 'Urdhva Mukha Svanasana (Upward-Facing Dog Pose)']","['Stack three blankets so that their edges line up. Place the stack near the front of your mat so that their edges line up near the middle of the mat.', 'Sit at the front end of your mat and lie back over the blankets so they support your torso. Adjust your position so that the tops of your shoulders are about an inch over the edge and the back your head rests on the floor. Lie face up so that the front of your neck is long and there’s space between the back of your neck and the floor.', 'Bring your knees toward your chest, then straighten your legs toward the ceiling.', 'Using the strength of your abs—and supporting yourself with both hands at your low or mid back—lift your hips off the floor and roll up until you are supported by your shoulders. Stack your hips above your shoulders.', 'Slowly lower your legs backward over your head until your toes reach the ground behind you. Rest your toes on the ground, feet flexed.', 'Release your hands and place your arms no the floor, palms down or with hands clasped. Press down with your outer upper arms and shoulders to create more lift along the spine.', 'Hold for 5 breaths or more.', 'To exit, unclasp your hands, press your arms and hands into the mat, and slowly roll down one vertebrae at a time.', 'Take a few moments to allow the back to settle back into its normal curves.']","['If your lower back aches or you have tight hamstrings, practice with a chair set near your head. When you bring your legs up and over, rest your thighs and knees on the seat of the chair for support and allow your feet to hang over.', 'You can also practice Plow with your knees bent, cantilevered over your face.\xa0 Or try one of the creative variations below.', 'Photo: Andrew Clark; Clothing: Calia', 'Half Plow Pose', 'To put less pressure on your neck, don’t lift up or over all the way. In Half Plow, your hips are not stacked directly over the shoulders, but moving slightly away from the body. This allows you to keep some space between your chin and your chest, and avoid pressing the back of the neck into the mat. Stay a few breaths, then slowly lower down.', 'Photo: Andrew Clark; Clothing: Calia', 'Plow Pose against a wall', 'Lie down facing away from the wall with your head on the floor positioned about 2 feet from the wall. For added cushioning, you can set up 2 or 3 folded blankets near a wall. Allow enough space so that you can lie with your shoulders on the edge of the blankets and your head on the floor.', 'Slowly lift your legs up into', 'Salamba Sarvangasana (Supported Shoulderstand)', 'with your hands supporting your low back. Then lower your legs back until your feet meet the wall. Press your feet into the wall, straighten your legs, and lengthen your back.', 'You can keep holding your low back or bring your hands to interlace behind your back on the blanket. Stay for several deep breaths. To come out of the pose, slowly lower yourself onto your back and bring the feet down. Use your hands on your low back or bend your knees to slow the descent.', 'Photo: Andrew Clark; Clothing: Calia', 'Legs up with a block', 'Start lying on your back with your knees bent and your feet flat on the floor. Lift your hips up as if you were coming into', 'Setu Bandha Sarvangasana (Bridge Pose)', '. Place a block on the low or medium height under your sacrum (the flat part of your low back). Lift your legs straight up, stacking your ankles and knees directly over your hips. Breathe and hold the pose as long as you would like. Then bend your knees and lower your legs to place your feet flat on the ground. Lift your hips slightly and remove the block. Slowly straighten and extend your legs onto the floor.', 'Section divider']",https://www.yogajournal.com/poses/plow-pose/,Halasana,['Inversion Yoga Poses'],['Shoulders'],,[]
side plank pose,"['Vasisthasana, or Side Plank Pose, is a powerful arm and wrist strengthener that is as joyful as it is beautiful. In the full expression of the pose, your bottom leg grounds into the floor, your top leg is raised until it is perpendicular to the floor, and your upper body extends and lifts into an offering of the heart.', 'Vasisthasana is named after Vasistha, one of the oldest Vedic sages who is said to have helped King Ram, an incarnation of Vishnu, gain clarity through his clouded vision.', 'To get into Side Plank, you need to create heat in your upper back, fire up your core, and make space in your hamstrings and hips. If you’re shaking, it means you’re doing it right: Those quakes are an opportunity to learn to embrace the discomfort and focus on holding the challenging pose.']",['Upper body'],"['A challenging arm balance, this pose strengthens the wrists, arms, belly, and legs. It also stretches the backs of the legs and improves your sense of balance.']","['Supta Padangusthasana', '(Reclining Hand-to-Big-Toe Pose)']","['Adho Mukha Svanasana', '(Downward-Facing Dog)']","['Begin in', 'Adho Mukha Svanasana', '(Downward-Facing Dog Pose), then shift forward into', 'Plank Pose', '.', 'Roll onto the outside edge of your right foot, and stack your left foot on top of your right.', 'Swing your left hand onto your left hip, turning your torso to the left as you do. Support the weight of your body on the outer right foot and right hand.', 'Align your body into one long diagonal line from your heels to the crown of your head.', 'Stretch your left arm toward the ceiling, so it is in line with your shoulders. Keep your head neutral, or gaze up at the left hand.', 'Stay in the position for several breaths, then return to Plank and repeat on the other side.']",['Let one leg act as a kickstand. Set yourself up as if you are going to go into Side Plank. Bend your top knee and step that foot in front of your body. Lift your hips up. You can lift your top arm toward the ceiling and look up if you like.'],https://www.yogajournal.com/poses/side-plank-pose/,Vasisthasana,"['Arm Balance Yoga Poses', 'Balancing Yoga Poses', 'Core Yoga Poses']","['Glutes', 'Hands', 'Wrists', 'Arms']",,[]
scale pose,"['Strengthen your wrists, arms, and abs, hanging in the balance of Tolasana.']",[],"['Strengthens the wrists, arms, and abdomen']","['Ardha Matsyendrasana', 'Baddha Konasana', 'Garudasana', '(arm position)', 'Janu Sirsasana', 'Padmasana', 'Virasana']","['Tolasana is usually performed as part of a Padmasana sequence. One common follow-up asana is called Kukkutasana (', 'kukkuta', '= cock). Here the arms are slipped into the creases between the thighs and calves and, as in Tolasana, the torso and legs are then lifted away from the floor.']","['Step 1', 'Perform', 'Padmasana (Lotus Pose)', '. Place the palms on the floor beside the hips.', 'See also', 'More Poses for a Supermodel Physique', 'Step 2', 'Exhale, push the hands against the floor, contract the abdominal muscles, and lift the legs and buttocks away from the floor.', 'See also', 'More Arm Balance Poses', 'Step 3', 'Hold suspended for 10 to 15 seconds. Then lower your legs and buttocks on an exhalation, change the cross of the legs, and repeat for the same length of time.', 'See also', 'More Core Poses', 'GO BACK TO A-Z POSE FINDER', 'Step 1', 'Perform', 'Padmasana (Lotus Pose)', '. Place the palms on the floor beside the hips.', 'See also', 'More Poses for a Supermodel Physique', 'Step 2', 'Exhale, push the hands against the floor, contract the abdominal muscles, and lift the legs and buttocks away from the floor.', 'See also', 'More Arm Balance Poses', 'Step 3', 'Hold suspended for 10 to 15 seconds. Then lower your legs and buttocks on an exhalation, change the cross of the legs, and repeat for the same length of time.', 'See also', 'More Core Poses', 'GO BACK TO A-Z POSE FINDER']","['Tolasana isn’t recommended for students who aren’t able to perform Padmasana comfortably. Instead try a similar pose, Lolasana. Kneel on the floor and cross the front of your right ankle over the back of the left, as if you were in Simhasana (Lion Pose). Then sit back on the right heel and nestle it into your perineum. Place the hands on the floor (or on blocks) as if for Tolasana, and carry out the instructions given above. In Tolasana, the lifted torso is kept fairly upright; but in Lolasana, the back torso is completely rounded and the shoulders widened (which domes the back toward the ceiling). Release with an exhale, change the cross of the ankles, and repeat for the same length of time.']",https://www.yogajournal.com/poses/scale-pose/,Tolasana,"['Arm Balance Yoga Poses', 'Core Yoga Poses']","['Hands', 'Wrists', 'Knees', 'Flexors']",,[]
one-legged king pigeon pose,['Eka Pada Rajakapotasana is a deep hip opener and forward bend that you should approach consciously to reap its many benefits.'],['Lower body'],"['This pose stretches your thighs, inner hips, and buttocks in different ways in your bent and straight legs.']",['Baddha Konasana (Bound Angle Pose)'],['Adho Mukha Svanasana (Downward-Facing Dog)'],"['Starting on your hands and knees, slide your left knee forward, angling your left shin under your torso so your left foot is at the front of your right knee and the outside of your left shin is resting on the floor.', 'Slowly slide your right leg back, straightening your knee and resting the top of your thigh on the floor.', 'Lower your outer left backside to the floor.', 'Position your left heel just in front of your right hip.', 'Your left knee can angle slightly to the left, outside the line of the hip. Look back at your right leg. It should extend straight back from your hip.', 'Lift your torso away from your thigh. Lengthen your lower back by pressing your tailbone down and forward.', 'Draw your right front hip point slightly forward, toward your left heel.', 'Remain in the pose for a few breaths, release your hands one by one, and lower your torso over the left leg and down to the floor, keeping the spine long.', 'Stay for a few breaths, resting the forehead on the floor or your forearms. Come up with an inhale and return to your hands and knees.', 'Repeat on the other side.']","['Begin by sitting in', 'Dandasana (Staff Pose)', '. Bend your knees and place the soles of the feet on the mat. Place your arms slightly behind you, with your fingers pointing backward. Cross your left ankle over your right thigh. Flex your left foot. Draw your right shin in toward the body as you press your left knee away from you.']",https://www.yogajournal.com/poses/one-legged-king-pigeon-pose/,Eka Pada Rajakapotasana,"['Hip-Opening Yoga Poses', 'Yoga Backbends']","['Knees', 'Flexors', 'Hips']",,[]
mountain pose,"['Though Tadasana (Mountain Pose) might seem simple, it is actually an essential pose for your yoga practice. It is considered the foundation for the many other standing poses in yoga.', 'There’s actually a lot to pay attention to in this seemingly straightforward pose. In Mountain Pose, you stand upright with your feet facing forward parallel to each other and your arms at your sides, palms facing forward. Because this pose requires you to keep the shoulders open and down, away from the ears, it promotes good posture. The empowering nature of Tadasana also enhances stability.', '“I used to get into Tadasana without really thinking,” says', 'contributing editor Gina Tomaine, “But once I dug deeper into my yoga practice, I realized there were so many minuscule movements I needed to be aware of in order to truly embody this pose: bringing my shoulders down, pulling my shoulder blades toward my spine, softening my knees. What had once been a simple beginning stance became, for me, a physical embodiment of inner stability, peace, and intentionality in my yoga practice and my life. Now Mountain Pose is one of my favorite poses.”', 'Tadasana', 'mountain', 'seat; posture']",['full body'],['Learn more about finding alignment and balancing effort with ease in this pose in'],"['Tadasana is a prep pose for any standing asana. To prepare for this pose bring attention to breath, grounding, and alignment.']","['Uttanasana', '(Standing Forward Bend)', 'Utkatasana', '(Chair Pose)', 'Savasana', '(Corpse Pose)', 'Learn more about finding alignment and balancing effort with ease in this pose in', 'Mountain Pose: The Complete Guide for Students and Teachers', '. Access these and other expert insights from top teachers—including video instruction, anatomy know-how, variations, and more—when you', 'become a member', '. It’s a resource you’ll return to again and again.']","['Stand with the feel parallel, a few inches apart. (Alternately you may stand with the bases of your big toes touching, heels slightly apart.', 'Lift and spread your toes and the balls of your feet, then lay them softly back down on the floor. Rock gently back and forth and side to side. Gradually reduce this swaying to a standstill, with your weight balanced evenly across your feet. Feel the energy draw from your feet up through your core.', 'Without pushing your lower front ribs forward, lift the top of your sternum straight toward the ceiling. Widen your collarbones. Allow your shoulder blades to draw toward each other and down the back, away from the ears.', 'Let your arms relax beside your torso, palms facing in or forward.', 'Balance the crown of your head directly over the center of your pelvis, with the underside of your chin parallel to the floor, throat soft, and tongue wide and flat on the floor of your mouth. Soften your eyes. Breathe.']","['Even though it may seem like a simple posture, there are multiple variations to Mountain Pose. Whether you are trying to improve your posture or address physical pain, these modifications allow you to experience the pose in a way that supports your body’s specific needs.', 'Try one of these variations:', '(Photo: Andrew Clark)', 'Mountain Pose with feet hip-distance apart', 'Try with your feet hip distance apart for a more stable base.', '(Photo: Andrew Clark; Clothing: Calia)', 'Mountain Pose against a wall', 'Bring your back to the wall. It’s OK if not all parts of your body touch the wall.\xa0You may want to try bringing a block between your shoulder blades for more space and stability.', '(Photo: Andrew Clark; Clothing: Calia)', 'Mountain Pose in a chair', 'Find a comfortable seated position in a chair with your feet directly under your knees, allowing a 90-degree angle or more at your knee joint. If possible, sit forward in the chair to avoid slouching. Lengthen the crown of your head upward to achieve a neutral spine.', 'If you are taller, consider sitting on a folded blanket. If you are shorter, try placing blocks under your feet to bring the knees in line with your hips. You can also\xa0place a pillow behind your back for support.', 'Section divider']",https://www.yogajournal.com/poses/mountain-pose/,Tadasana,['Standing Yoga Poses'],"['Glutes', 'Back', 'Knees', 'Legs', 'Ankles']",,['stand']
plank pose,"['Some people hate Plank Pose, and other people adore it. Most of us fall somewhere in between. We know it’s a challenging but accessible shape that’s beneficial for many reasons. It’s hard (you will sweat!) yet also satisfying (you’ll feel stronger!).', 'Plank works the entire body effectively in one static position. Hold this asana for 30 seconds a few times a day, and you will strengthen your abdominals, hands, wrists, arms, shoulders, back, core, glutes and legs.', 'You will also work on your mind. If you think you can do it, you can. If you think you can’t, your time won’t be as long. Talk about a workout for your brain! It takes a lot of mental focus and positive self-talk.', 'Just ask the world record holder for the longest Plank Pose ever completed. An Australian, Daniel Scali, stayed in the position for 9 hours, 30 minutes and 1 second in 2021! That’s hard to imagine when one minute might be fairly challenging. Just keep at it. Anytime spent in Plank will give you strength inside and out.']",['Core'],"['When you first try doing this pose, the hips tend to hike upward or sag down. Try to keep them in a straight line between the shoulders and the heels. If that’s impossible, lower your knees and aim for that long line from the knee to the shoulders through the neck and crown of the head.']",['Adho Mukha Svanasana (Downward-Facing Dog)'],['Adho Mukha Svanasana (Downward-Facing Dog)'],"['Begin in Tabletop.', 'Inhale, and extend the sternum away from the navel, opening across the chest and coming into a Cow tilt.', 'Maintaining this intention, exhale, and practice just enough Cat tilt to simultaneously tone the lower belly, losing any trace of a backbend in the lower back.', 'Remember this combination of Cat/Cow tilts, then move your feet back and straighten your legs.', 'Lift the tops of the thighs to the ceiling while descending the tailbone to the floor in order to create a slight posterior tilt in the pelvis and become compact at your center.', 'Your lower belly should feel like a tray supporting your lower back.', 'Maintain tone in the pit of your abdomen while extending your sternum forward and pressing your heels back.', 'Build up to holding for 1 minute at a time.']","['Bring your knees down, keeping your torso at an incline. Keep your core engaged and your hips low. Consider using a blanket under your knees.']",https://www.yogajournal.com/poses/plank-pose/,,"['Arm Balance Yoga Poses', 'Core Yoga Poses', 'Strengthening Yoga Poses']","['Hands', 'Wrists', 'Arms', 'Abs']",,[]
pose dedicated to the sage marichi iii,"['Marichyasana III is the third of four poses dedicated to the Sage Marichi. The seated twist offers a deep stretch throughout the back, ribs, and shoulders. It also keeps the intervertebral disks—those little jelly-filled “doughnuts” between your vertebrae—supple.', 'Marichyasana III activates the three lower chakras—the', ',', ', and', '—to cultivate a sense of security, stability, and self-confidence.', 'If you have difficulty twisting in Marichyasana III, don’t force it. Keep your pelvis in a neutral position so that your spine can fully lengthen. To prevent straining in the lower back, twist evenly through your spine, initiating the twist from the sacrum. Keep your belly soft. Just as a dish-towel shortens and thickens when twisted, so does the belly, and that can prevent the spine from lengthening and twisting fully.']",['Core'],"['This shoulder-stretching pose massages your abdominal organs, including your liver and kidneys. Additionally, this pose is a great way to relieve mild backaches and hip pain.']",['Bharadvajasana (Bharadvaja’s Twist)'],['Paschimottanasana (Seated Forward Bend)'],"['Begin in', 'Dandasana', '(Staff Pose) with your quadriceps and kneecaps facing the ceiling.', 'Sit directly on top of your sitting bones, rather than falling behind them.', 'Draw your right heel back, close to the right sitting bone—this is often a bit further to the right than you might realize.', 'Imagine a central axis running through your torso from your pelvic floor to the crown of your head.', 'Keeping the left leg active, inhale your left arm to the ceiling and take your right hand to the floor behind your right hip.', 'Exhale and twist to the right, hooking your left elbow to the outside of your right knee. Make sure your extended leg doesn’t lose its vigor or flop open.', 'Inhale and find more length along your spine. Exhale to revolve around that length.', 'To exit the pose, release back to Staff']","['For a more gentle twist, place your palm over your knee rather than hooking your elbow to the outside of your knee. Bend only one knee and put that foot flat on the floor. You may keep that foot there or cross it over your other leg.']",https://www.yogajournal.com/poses/marichi-s-pose/,Marichyasana III,"['Hip-Opening Yoga Poses', 'Seated Yoga Poses', 'Twist Yoga Poses']","['Back', 'Shoulders', 'Hips', 'Back', 'Abs']",,
revolved side angle pose,"['The universe moves in many ways: straight lines, curves, circles, ellipses, and apparently chaotic patterns. But a pattern you probably encounter frequently and ubiquitously in yoga is the spiral. The word spiral comes from the Latin', ', meaning to coil, and coils are everywhere, says Washington, D.C. yoga teacher', '. In yoga, twists—including Parivrtta Parsvakonasana (Revolved Side Angle Pose)—embody the essence of the spiral, Schumacher says.', 'Revolved Side Angle Pose is an intense twist. It challenges your flexibility, strength, sense of balance, and presence of mind. This pose is a powerful posture—but it’s not a cure all. “', 'ranging from increased flexibility to stimulated appetite,” according to Eric Grasser, MD, functional-medicine and Ayurvedic doctor in Santa Fe, New Mexico. You’ll often hear that yoga twists wring out toxins or detoxify the liver and other internal organs, but Grasser says, “There’s no scientific research that proves twisting asanas improve liver and lymphatic-system function.” However, breathing in your asana practice may help that process, he says.', 'This pose is part of the primary series of', 'but it’s found in many other classes.']",['Upper body'],"['Because it massages and stimulates your abdominal organs, Revolved Side Angle can improve digestion and relieve constipation. It can also help ease low backache and sciatica. This pose also strengthens and stretches the legs, knees, ankles, groin, spine, chest, and shoulders.']","['Anjaneyasana', '(Low Lunge)']","['Uttanasana', '(Standing Forward Bend)']","['From', 'Downward-Facing Dog', ', step your left foot forward to a lunge. Square your hips toward the front of your mat.', 'Keep your left knee at a 90-degree angle. Align the center of your kneecap with the center of your right ankle. If possible, bring the right thigh parallel to the floor.', 'Lift the torso and raise the arms overhead into', 'Warrior I', '. To create space in your torso, reach your arms up as if to touch the sky, and create length between your hip points and your armpits. Pause here, taking several long breaths.', 'Lower your arms, place your palms together in', 'Anjali mudra', ', and bring them so that your thumbs touch your breastbone.', 'Twist your torso to the left and bring\xa0your right elbow to the outside of your left knee.', 'Take your right hand to the floor or a block as you press your right arm into the outside of your knee. Reach your left arm straight up or reaching out over your left ear, with your palm facing the floor. Work toward placing the back heel on the floor. (It may not get there at first.)', 'Breathe deeply, lengthening your spine as you inhale and twisting a little more as you exhale. Lengthen and soften your belly, extend your spine with each inhalation, and increase the twist as you exhale.', 'Stay for 5 to 10 breaths. Place your back heel down if it isn’t already and lift out of the pose with your left arm before repeating on the other side.', 'Inhale to come up, exhale to release the twist. Reverse your feet and repeat for the same length of time on your opposite side.']","['Try this pose with your back knee resting on a mat or on a folded blanket for additional support if needed. Make sure that your front knee stays stacked over the front angle, and keep your hip points level and pointed forward.']",https://www.yogajournal.com/poses/revolved-side-angle-pose/,Parivrtta Parsvakonasana,"['Standing Yoga Poses', 'Strengthening Yoga Poses', 'Twist Yoga Poses']","['Hamstrings', 'Legs', 'Lungs', 'Flexors', 'Ankles']",,['stand']
lotus pose,"['Padmasana creates an essential foundation for meditation practice, while stretching the front of the thighs and ankles.']",[],['Other Lotus Pose perks:'],['Your ability to come into Lotus Pose is enhanced when you practice other hip openers prior to attempting it.'],['Paschimottanasana (Seated Forward Bend)'],"['Sit on the floor in Dandasana with your legs extended. Bend your right knee out to the side, and cradle your knee and your foot in your hands. Rotate your leg from the hip (not the knee) and guide your foot into your left hip crease.', 'Bend your left knee, rotating the thigh outward from the hip and, just as you did on the right. Lift your shin slightly and guide the left foot over the right, and bring it to tuck into the right hip crease.', 'Settle the tops of your feet against your upper thighs and release your knees towards the floor. Try not to let the ankles sickle.', 'Sit up tall, lift your sternum and lengthening your spine. Sitting on a folded blanket may help keep the spine from rounding.', 'Take slow, deep breaths and stay in the pose as long as is comfortable.']","['Photo: Andrew Clark; Clothing: Calia', 'Half Lotus Pose', 'If the full expression of this pose is too intense, sit cross-legged and use the support of your hands to slowly lift one leg on top of the other; stop if you feel any knee pain, and try another meditative posture like basic cross-legged', 'Sukhasana (Easy Pose).', 'Photo: Andrew Clark; Clothing: Calia', 'Half Lotus with props', 'Sit cross-legged, and use the support of your hands to slowly lift one leg on top of the other; stop if you feel any knee pain and try another meditative posture like basic cross-legged—', 'Sukhasana (Easy Pose)', '. Rest your thighs on blocks or folded blankets. Find support with props to avoid pressure on the hip and knee joints.', 'Photo: Andrew Clark; Clothing: Calia', 'Lotus in a chair', 'Come to a comfortable seated position in a chair with your feet directly under your knees, allowing a 90-degree angle. If you are taller, consider also sitting on a folded blanket. If you are shorter, try placing blocks under your feet to bring your knees in line with your hips. If accessible, sit forward in the chair with a neutral spine.\xa0Feel the crown of your head lifting upward, avoiding slouching while lengthening your spine into a neutral curve. If needed, you can use the back of the chair for support. If needed, place a pillow behind your back for support.', 'Section divider']",https://www.yogajournal.com/poses/lotus-pose/,Padmasana,['Seated Yoga Poses'],"['Pelvis', 'Knees', 'Ankles']",,['sit']
peacock pose,"['According to Hindu lore, the Peacock symbolizes immortality, love, and patience. Peacock Pose, called Mayurasana in Sanskrit, works to lovingly strengthen the core while stretching the palm side of the wrists.']",[],"['Strengthens your core, chest, arms, thighs and back of the wrists (wrist extensors).', 'Stretches the palm sides of your wrists (wrist flexors), which counteracts the effects of typing.']","['Chaturanga', 'Dandasana', 'Plank', 'Forearm plank']",['Try lifting one leg at a time.'],"['How to Say\xa0Mayurasana in Sanskrit', 'Peacock Pose: Step-by-Step Instructions', 'Peakcock Pose Cue', 'Contraindications and Cautions of\xa0Peakcock Pose', 'Benefits of Peakcock Pose', '3 Ways to Modify Peakcock Pose', 'Preparatory Poses for Peakcock Pose', 'Follow-up for Peakcock Pose', 'Sequencing tip']",[],https://www.yogajournal.com/poses/peacock-pose/,Mayurasana,['Arm Balance Yoga Poses'],"['Glutes', 'Hands', 'Wrists', 'Arms', 'Legs', 'Abs']",,[]
legs up the wall pose,"['Long day at work? Tired after a big hike or long run? Relax into Viparita Karani (Legs Up the Wall Pose) to refresh tired legs and calm your mind.', 'Although “wall” is in the name, you can practice Viparita Karani anywhere that you can prop up your legs. While traditional teachers claim the pose can do everything from make “grey hairs and wrinkles become inconspicuous” (Hatha Yoga Pradipika 3.82) to destroying old age and death (Gheranda Samhita 3.36), most modern teachers agree that while the benefits may not be that extreme, Viparita Karani can ease a range of ailments, including anxiety, headaches, and insomnia. It’s a perfect pose to help you unwind before going to bed.', 'Experimenting with props in Legs Up the Wall Pose can be delicious, says Cyndi Lee, founder of', '. “Once you are in the pose, you may want to bend your knees, keeping your feet flexed. Place a block or sandbag on the soles of your feet, and then carefully straighten your legs. If it’s hard to reach your feet, ask a friend for help. Next, place a folded blanket under each arm and rest your hands on your belly. This will let you feel as though you are floating, yet supported. Finally, place an eye pillow over your eyes.”', 'Viparita Karani (', ')', '= turned around, reversed, inverted', '= doing, making, action']",['Full body'],['Other Legs Up the Wall perks:'],"['Viparita Karani actually requires no preparation and no counterbalance. You can come into it at any given moment during the day without having more than a moment’s notice. However, it can make it easier to relax if you first stretch your back body in a', 'forward bend', '. Any hip stretch you do prior to the pose will help release even more tension in the pose.']",['Savasana (Corpse Pose)'],"['Sit on the floor facing a wall. Lower your shoulders and head to the floor, lying on your side. Then roll onto your back and stretch your legs up the wall, with your feet hip-distance apart or whatever distance feels comfortable.', 'Adjust your position by scooting your tailbone toward the wall. It doesn’t need to touch the wall.', 'Find a comfortable position for your arms at your side, with palms turned up; relax your arms and shoulders. Relax your legs against the wall. Release all effort. You might feel your femurs sink into your hip sockets. Feel the spine lengthening. Settle into the pose and breathe for at least 10 minutes.', 'To come out of the pose, bend your knees and roll to your side. Remain here for a few breaths before using the strength of your arms to slowly push yourself back up to seated.']","['Photo: Andrew Clark; Clothing: Calia', 'Legs Up the Wall Pose with support', 'Start lying on your back with your knees bent and your feet flat on the floor. Lift your hips and place a folded blanket, block, or bolster under your sacrum (the flat part of your low back). Bring your legs straight up, trying to find a balancing point where your joints are stacked and you can keep your legs up with the least amount of effort possible. Putting a looped strap (or a belt or even a sweatshirt with the arms tied together) around your shins or thighs can help you can relax your leg muscles fully.', 'Photo: Andrew Clark; Clothing: Calia', 'Legs Up a chair', 'If you have low back strain, rest your legs up on a chair or the couch instead of on a wall. (You might need to turn the chair sideways if the back of the chair gets in the way of your feet.) You can use a folded blanket beneath your legs for extra cushioning or if the additional height feels better on your back.', 'Section divider']",https://www.yogajournal.com/poses/legs-up-the-wall-pose-2/,Viparita Karani,['Restorative Yoga Poses'],"['Neck', 'Legs']",,
